time,altitude,rc_ele,rc_thr,rc_rud,tx_ele,tx_thr,tx_rud,acc_X,acc_Y,acc_Z,gyro_pitch,gyro_roll,gyro_yaw
30.822641,1.69,-499,1849,-499,987,2011,987,1605,-502,7671,-116.34968429706556,-77.88807119264327,-28.32141333789418
30.823641,1.69,-499,1849,-499,987,2011,987,1669,-474,7834,-115.84834641456008,-77.15860363591959,-28.42119101328522
30.824648,1.69,-499,1849,-499,987,2011,987,1730,-437,8042,-115.25760702767548,-76.38292137157866,-28.51804127489674
30.825644,1.69,-499,1849,-499,987,2011,987,1783,-391,8296,-114.5799974405228,-75.56235064013838,-28.611884032195885
30.826645,1.69,-499,1849,-499,987,2011,987,1831,-336,8596,-113.8183133173951,-74.69829625431998,-28.70263653080058
30.827646,1.69,-499,1849,-499,987,2011,987,1872,-273,8937,-112.97560516640648,-73.7922313855218,-28.790214367331185
30.828648,1.69,-499,1849,-499,987,2011,987,1900,-202,9314,-112.05516764450593,-72.845687284693,-28.874532599627305
30.829649,1.69,-499,1849,-499,987,2011,987,1923,-123,9713,-111.06052769464726,-71.8602430521044,-28.95550693937263
30.830653,1.69,-499,1849,-499,987,2011,987,1946,-34,10122,-109.9954315334502,-70.83751556287038,-29.033055013215638
30.83165,1.69,-499,1849,-499,987,2011,987,1964,64,10531,-108.86383051669186,-69.77914964630125,-29.107097677625784
30.832653,1.69,-499,1849,-499,987,2011,987,1983,170,10934,-107.6698659200579,-68.68680860715723,-29.177560372096956
30.833658,1.69,-499,1849,-499,987,2011,987,2012,282,11327,-106.41785268337809,-67.5621651653819,-29.244374494969556
30.834655,1.69,-499,1849,-499,987,2011,987,2049,398,11704,-105.11226217799248,-66.40689287803346,-29.307478786060326
30.835655,1.69,-499,1849,-499,987,2011,987,2097,518,12061,-103.75770406918522,-65.22265809355808,-29.366820700339847
30.836658,1.69,-499,1849,-499,987,2011,987,2159,639,12384,-102.35890735875357,-64.0111124752782,-29.422357756971415
30.837657,1.69,-499,1849,-499,987,2011,987,2233,761,12666,-100.92070070609876,-62.77388611918365,-29.474058848046216
30.838659,1.69,-499,1849,-499,987,2011,987,2317,879,12899,-99.4479921387672,-61.51258128168444,-29.52190549126916
30.839659,1.69,-499,1849,-499,987,2011,987,2410,991,13078,-97.94574827420024,-60.228766726133486,-29.56589301074032
30.840665,1.69,-499,1849,-499,987,2011,987,2506,1097,13196,-96.41897318307448,-58.92397269237144,-29.6060316299912
30.841666,1.69,-499,1849,-499,987,2011,987,2608,1196,13253,-94.8726870312463,-57.599686490600085,-29.642347461622848
30.842671,1.69,-499,1849,-499,987,2011,987,2716,1287,13251,-93.31190464241436,-56.25734871858831,-29.67488337821688
30.843667,1.69,-499,1849,-499,987,2011,987,2824,1366,13199,-91.74161412730457,-54.89835009882761,-29.703699749659478
30.84467,1.69,-499,1849,-499,987,2011,987,2932,1432,13106,-90.16675572720614,-53.52402892966268,-29.728875032742238
30.845669,1.69,-499,1849,-499,987,2011,987,3044,1482,12980,-88.59220101969676,-52.13566914193996,-29.750506200090676
30.846672,1.69,-499,1849,-499,987,2011,987,3160,1512,12836,-87.02273263223861,-50.73449895076734,-29.76870899733305
30.847671,1.69,-499,1849,-499,987,2011,987,3281,1520,12685,-85.46302460511171,-49.321690090771185,-29.783618020000215
30.848675,1.69,-499,1849,-499,987,2011,987,3408,1506,12536,-83.91762353893819,-47.8983576225453,-29.79538660475271
30.849676,1.69,-499,1849,-499,987,2011,987,3539,1472,12396,-82.39093065383528,-46.46556029728849,-29.804186532839868
30.850677,1.69,-499,1849,-499,987,2011,987,3671,1420,12278,-80.88718487718141,-45.024301465418006,-29.810207546899896
30.851683,1.69,-499,1849,-499,987,2011,987,3799,1353,12191,-79.41044706528568,-43.575530512938414,-29.813656685162215
30.852682,1.69,-499,1849,-499,987,2011,987,3921,1271,12143,-77.96458545097231,-42.1201448066277,-29.814757439834196
30.853682,1.69,-499,1849,-499,987,2011,987,4042,1175,12139,-76.55326239431713,-40.65899212612468,-29.81374874901069
30.854684,1.69,-499,1849,-499,987,2011,987,4158,1068,12181,-75.1799224977685,-39.192873558317835,-29.810883833836616
30.855685,1.69,-499,1849,-499,987,2011,987,4260,952,12275,-73.84778213014413,-37.72254682737534,-29.80642889476531
30.856686,1.69,-499,1849,-499,987,2011,987,4351,833,12423,-72.55982038723654,-36.24873003213928,-29.800661682400897
30.857687,1.69,-499,1849,-499,987,2011,987,4431,715,12623,-71.31877150074824,-34.77210576076039,-29.793869959465532
30.858687,1.69,-499,1849,-499,987,2011,987,4494,604,12872,-70.12711869265954,-33.293325549649275,-29.786349870895386
30.859689,1.69,-499,1849,-499,987,2011,987,4546,502,13167,-68.98708945924355,-31.813014649758774,-29.77840423906144
30.860697,1.69,-499,1849,-499,987,2011,987,4596,411,13499,-67.9006522576027,-30.331777058192785,-29.770340800817664
30.861694,1.69,-499,1849,-499,987,2011,987,4643,331,13858,-66.8695145574327,-28.85020076800331,-29.76247040265466
30.862695,1.69,-499,1849,-499,987,2011,987,4686,258,14235,-65.89512221173257,-27.36886318474144,-29.7551051697563
30.863696,1.69,-499,1849,-499,987,2011,987,4732,190,14616,-64.97866009273213,-25.888336655415934,-29.748556664259045
30.864699,1.69,-499,1849,-499,987,2011,987,4779,127,14985,-64.1210539337226,-24.409194053989268,-29.74313404750836
30.865697,1.69,-499,1849,-499,987,2011,987,4823,67,15335,-63.32297331381603,-22.93201436701127,-29.739142260580895
30.866701,1.69,-499,1849,-499,987,2011,987,4867,15,15650,-62.58483572062694,-21.457388222938523,-29.736880236850975
30.867701,1.69,-499,1849,-499,987,2011,987,4911,-26,15911,-61.90681162508635,-19.985923308821075,-29.736639160023074
30.868705,1.69,-499,1849,-499,987,2011,987,4955,-54,16107,-61.28883050293972,-18.51824961830142,-29.73870078082887
30.869707,1.52,-499,1849,-499,987,2011,987,4999,-71,16229,-60.7305877388384,-17.055024475186165,-29.74333580538884
30.870706,1.52,-499,1849,-499,987,2011,987,5040,-78,16268,-60.231552350959255,-15.596937277151577,-29.750802367925303
30.871707,1.52,-499,1849,-499,987,2011,987,5075,-80,16224,-59.79097547655005,-14.144713904464536,-29.761344599933352
30.87271,1.52,-499,1849,-499,987,2011,987,5111,-78,16100,-59.40789956170314,-12.699120738911553,-29.77519130696099
30.873709,1.52,-499,1849,-499,987,2011,987,5150,-74,15894,-59.08116820198571,-11.260968238431694,-29.79255476285053
30.874711,1.52,-499,1849,-499,987,2011,987,5189,-69,15613,-58.80943658421587,-9.83111401357207,-29.813629629797525
30.875712,1.52,-499,1849,-499,987,2011,987,5233,-62,15267,-58.59118248339963,-8.410465353374589,-29.838592011100754
30.876714,1.52,-499,1849,-499,987,2011,987,5281,-53,14861,-58.424717772044716,-6.999981151181629,-29.86759864220147
30.877714,1.52,-499,1849,-499,987,2011,987,5330,-47,14404,-58.308200401240946,-5.600673185540367,-29.900786224562996
30.878721,1.52,-499,1849,-499,987,2011,987,5379,-46,13905,-58.23964681388076,-4.213606718006833,-29.938270905914894
30.879718,1.52,-499,1849,-499,987,2011,987,5425,-55,13374,-58.21694475003325,-2.8399003778412597,-29.980147909132306
30.880719,1.52,-499,1849,-499,987,2011,987,5463,-71,12820,-58.23786640266396,-1.480725312707072,-30.026491310425477
30.88172,1.52,-499,1849,-499,987,2011,987,5495,-94,12253,-58.300081878798395,-0.1373035938596381,-30.077353965609284
30.882722,1.52,-499,1849,-499,987,2011,987,5524,-119,11684,-58.40117291718685,1.1890941265990262,-30.132767581129173
30.883723,1.52,-499,1849,-499,987,2011,987,5544,-146,11128,-58.53864680887454,2.497151700198164,-30.192742924370904
30.884725,1.52,-499,1849,-499,987,2011,987,5555,-173,10599,-58.70995046221229,3.7855112938373434,-30.257270165713127
30.885725,1.52,-499,1849,-499,987,2011,987,5559,-200,10109,-58.912484549100974,5.052777906324347,-30.326319342973502
30.886728,1.52,-499,1849,-499,987,2011,987,5558,-228,9667,-59.143617664925536,6.297524559627559,-30.399840937479386
30.887733,1.52,-499,1849,-499,987,2011,987,5553,-254,9284,-59.40070043095126,7.518298127692618,-30.47776654995667
30.88873,1.52,-499,1849,-499,987,2011,987,5546,-273,8965,-59.681079464892704,8.713625759360227,-30.56000966372545
30.889728,1.52,-499,1849,-499,987,2011,987,5534,-281,8712,-59.982111142646914,9.882021846470948,-30.64646648230716
30.890731,1.52,-499,1849,-499,987,2011,987,5520,-277,8527,-60.30117507167536,11.021995483650647,-30.737016828479693
30.891733,1.52,-499,1849,-499,987,2011,987,5499,-259,8406,-60.63568719430082,12.132058362443718,-30.831525092039307
30.892734,1.52,-499,1849,-499,987,2011,987,5467,-228,8344,-60.983112437452526,13.21073303921636,-30.92984121397398
30.893735,1.52,-499,1849,-499,987,2011,987,5423,-188,8336,-61.340976824516396,14.256561513427084,-31.031801695323928
30.894738,1.52,-499,1849,-499,987,2011,987,5366,-142,8372,-61.70687896537646,15.268114050454772,-31.137230619625807
30.895738,1.52,-499,1849,-499,987,2011,987,5299,-93,8445,-62.07850084279033,16.243998181306335,-31.24594067845928
30.896744,1.52,-499,1849,-499,987,2011,987,5229,-41,8547,-62.453617817035095,17.18286781036861,-31.35773419021882
30.897739,1.52,-499,1849,-499,987,2011,987,5156,14,8669,-62.83010777622426,18.08343236212867,-31.472404102842507
30.898741,1.52,-499,1849,-499,987,2011,987,5081,74,8805,-63.205959366761746,18.944465898617533,-31.58973497186981
30.899742,1.52,-499,1849,-499,987,2011,987,5007,138,8951,-63.5792792470335,19.764816141180923,-31.709503905886532
30.900743,1.52,-499,1849,-499,987,2011,987,4930,206,9097,-63.94829831749336,20.543413332643617,-31.831481472159698
30.901745,1.52,-499,1849,-499,987,2011,987,4848,275,9233,-64.3113768914706,21.279278878356934,-31.955432556053246
30.902746,1.52,-499,1849,-499,987,2011,987,4769,344,9352,-64.66700878281243,21.97153370645834,-32.08111716866915
30.903747,1.52,-499,1849,-499,987,2011,987,4695,415,9438,-65.01382429825733,22.61940628871196,-32.208291198216344
30.904751,1.52,-499,1849,-499,987,2011,987,4616,487,9485,-65.35059213382262,23.222240263636287,-32.33670710200975
30.905753,1.52,-499,1849,-499,987,2011,987,4534,553,9488,-65.67622018530535,23.779501603670816,-32.46611453774284
30.906752,1.52,-499,1849,-499,987,2011,987,4450,607,9443,-65.98975529297364,24.290785268381125,-32.59626093458813
30.907752,1.52,-499,1849,-499,987,2011,987,4362,647,9351,-66.29038194959593,24.755821286337554,-32.726892006440465
30.908754,1.52,-499,1849,-499,987,2011,987,4271,675,9214,-66.57742000953002,25.17448020927359,-32.85775221098071
30.909754,1.52,-499,1849,-499,987,2011,987,4180,691,9037,-66.85032144509744,25.54677788351273,-32.9885851593254
30.910756,1.52,-499,1849,-499,987,2011,987,4093,694,8828,-67.10866620495484,25.872879485608753,-33.119133982194455
30.911757,1.52,-499,1849,-499,987,2011,987,4012,678,8598,-67.35215723727144,26.153102771569923,-33.24914165993509
30.912761,1.52,-499,1849,-499,987,2011,987,3936,645,8352,-67.58061474756934,26.3879204913684,-33.378351325208286
30.913762,1.52,-499,1849,-499,987,2011,987,3858,597,8097,-67.79396976667438,26.57796192189554,-33.50650654835342
30.914767,1.52,-499,1849,-499,987,2011,987,3772,540,7837,-67.99225710846204,26.724013471741806,-33.63335161620549
30.915764,1.52,-499,1849,-499,987,2011,987,3676,481,7571,-68.17560780008924,26.827018310550642,-33.758631815487
30.916765,1.52,-499,1849,-499,987,2011,987,3574,422,7298,-68.34424106898662,26.88807497505447,-33.8820937319056
30.917765,1.52,-499,1849,-499,987,2011,987,3468,365,7022,-68.49845597076039,26.90843490406124,-34.00348557566849
30.918767,1.52,-499,1849,-499,987,2011,987,3358,310,6749,-68.63862274025166,26.889498856292118,-34.122557543107206
30.919768,1.52,-499,1849,-499,987,2011,987,3239,256,6489,-68.76517394472921,26.8328121686943,-34.239062222404435
30.920772,1.52,-499,1849,-499,987,2011,987,3116,203,6244,-68.87859551425832,26.74005881927312,-34.352755049042685
30.921772,1.52,-499,1849,-499,987,2011,987,2993,153,6017,-68.97941772021478,26.613054268061177,-34.463394813616425
30.922772,1.52,-499,1849,-499,987,2011,987,2871,110,5810,-69.06820616885351,26.453737062733246,-34.570744221187745
30.923779,1.52,-499,1849,-499,987,2011,987,2752,78,5626,-69.14555287271394,26.264159211509668,-34.67457049764626
30.924777,1.52,-499,1849,-499,987,2011,987,2631,57,5470,-69.21206745832917,26.046475345145772,-34.77464603487645
30.925776,1.52,-499,1849,-499,987,2011,987,2506,48,5344,-69.26836856432223,25.802930711456195,-34.87074906327936
30.92678,1.52,-499,1849,-499,987,2011,987,2381,46,5249,-69.31507547987609,25.535848068890854,-34.96266433761908
30.92778,1.52,-499,1849,-499,987,2011,987,2263,45,5181,-69.35280006997395,25.247613568525747,-35.05018382041422
30.928782,1.52,-499,1849,-499,987,2011,987,2148,39,5136,-69.38213903056726,24.940661734698622,-35.133107346182015
30.929782,1.52,-499,1849,-499,987,2011,987,2025,26,5105,-69.40366651351314,24.617459672204483,-35.211243249755256
30.930786,1.52,-499,1849,-499,987,2011,987,1891,9,5081,-69.41792715738407,24.280490642204303,-35.284408942687236
30.931787,1.52,-499,1849,-499,987,2011,987,1751,-9,5052,-69.42542955615926,23.932237160256964,-35.35243142347379
30.932794,1.52,-499,1849,-499,987,2011,987,1613,-24,5013,-69.42664019377986,23.57516377884568,-35.41514770978539
30.933788,1.52,-499,1849,-499,987,2011,987,1485,-36,4960,-69.4219778689512,23.21169972398659,-35.47240518374905
30.934791,1.52,-499,1849,-499,987,2011,987,1372,-43,4898,-69.41180863150052,22.844221561276296,-35.52406184420013
30.935791,1.52,-499,1849,-499,987,2011,987,1278,-47,4834,-69.39644124905143,22.475036071038655,-35.56998646254007
30.936793,1.52,-499,1849,-499,987,2011,987,1202,-47,4769,-69.37612322084848,22.10636351474976,-35.61005864127296
30.937792,1.52,-499,1849,-499,987,2011,987,1138,-46,4704,-69.35103735424096,21.740321475214817,-35.64416877633562
30.938794,1.52,-499,1849,-499,987,2011,987,1083,-42,4637,-69.32129891825538,21.378909450746676,-35.672217925904256
30.939796,1.52,-499,1849,-499,987,2011,987,1035,-33,4563,-69.28695338728642,21.023994378862103,-35.6941175894951
30.940798,1.52,-499,1849,-499,987,2011,987,992,-18,4477,-69.24797478579167,20.67729725796811,-35.70978940202743
30.941803,1.52,-499,1849,-499,987,2011,987,952,2,4377,-69.20426464186762,20.340381026225778,-35.71916474822201
30.942799,1.52,-499,1849,-499,987,2011,987,914,21,4260,-69.15565155381793,20.014639844956815,-35.72218430332378
30.943797,1.52,-499,1849,-499,987,2011,987,876,35,4128,-69.10189136948473,19.701289919013128,-35.71879750667425
30.944802,1.52,-499,1849,-499,987,2011,987,841,42,3984,-69.0426679734394,19.401361967996355,-35.70896197511286
30.945801,1.52,-499,1849,-499,987,2011,987,806,39,3829,-68.97759467244842,19.11569544022008,-35.69264286357675
30.946804,1.52,-499,1849,-499,987,2011,987,770,25,3668,-68.90621616533898,18.844934536667374,-35.669812180647284
30.947803,1.52,-499,1849,-499,987,2011,987,736,2,3501,-68.82801107983511,18.589526086036116,-35.64044806717802
30.948806,1.52,-499,1849,-499,987,2011,987,703,-29,3329,-68.74239505620412,18.34971928516638,-35.604534046491445
30.949806,1.52,-499,1849,-499,987,2011,987,672,-69,3153,-68.6487243553912,18.12556729203773,-35.56205825491057
30.950811,1.52,-499,1849,-499,987,2011,987,645,-115,2976,-68.54629996734481,17.916930631085254,-35.513012661642904
30.951807,1.52,-499,1849,-499,987,2011,987,617,-167,2796,-68.43437219326498,17.723482342937732,-35.45739228736804
30.95281,1.52,-499,1849,-499,987,2011,987,590,-223,2615,-68.31214567373637,17.544714783416048,-35.3951944313832
30.953809,1.52,-499,1849,-499,987,2011,987,562,-280,2430,-68.17878483352553,17.379947950641697,-35.32641791784406
30.95481,1.52,-499,1849,-499,987,2011,987,532,-331,2240,-68.0334197133866,17.228339195214268,-35.251062372418424
30.95581,1.52,-499,1849,-499,987,2011,987,504,-374,2046,-67.87515215923534,17.088894147229194,-35.169127541399924
30.956815,1.52,-499,1849,-499,987,2011,987,477,-403,1847,-67.70306233894566,16.96047867607583,-35.08061266589134
30.957815,1.52,-499,1849,-499,987,2011,987,452,-415,1647,-67.51621555637553,16.841831685395658,-34.98551592403565
30.958816,1.52,-499,1849,-499,987,2011,987,434,-406,1445,-67.31366933102117,16.731578537275546,-34.88383395441502
30.959818,1.52,-499,1849,-499,987,2011,987,425,-373,1243,-67.0944807101829,16.628244897365416,-34.7755614734965
30.960826,1.52,-499,1849,-499,987,2011,987,427,-320,1043,-66.85771377901091,16.53027079633,-34.66069099908837
30.961823,1.61,-499,1849,-499,987,2011,987,441,-250,844,-66.60244733247413,16.436024712700043,-34.53921268991495
30.962822,1.61,-499,1849,-499,987,2011,987,458,-163,646,-66.3277826720205,16.3438174973053,-34.411114308592026
30.963823,1.61,-499,1849,-499,987,2011,987,469,-61,451,-66.03285148802247,16.25191597925391,-34.27638131175914
30.964827,1.61,-499,1849,-499,987,2011,987,463,56,265,-65.71682378657536,16.158556116958575,-34.13499706734785
30.965827,1.61,-499,1849,-499,987,2011,987,446,179,97,-65.37891581581772,16.061955584184155,-33.9869431953677
30.966829,1.61,-499,1849,-499,987,2011,987,423,299,-49,-65.01839794329425,15.96032570954427,-33.83220002545817
30.967831,1.61,-499,1849,-499,987,2011,987,396,405,-163,-64.63460243279603,15.851882716705187,-33.670747161931054
30.968834,1.61,-499,1849,-499,987,2011,987,364,496,-244,-64.22693106696074,15.734858239473137,-33.502564145177274
30.969837,1.61,-499,1849,-499,987,2011,987,336,573,-291,-63.7948625605958,15.607509108738913,-33.327631197116574
30.970834,1.61,-499,1849,-499,987,2011,987,311,633,-310,-63.33795970897799,15.468126425843055,-33.145930037733486
30.971833,1.61,-499,1849,-499,987,2011,987,288,671,-299,-62.85587621518292,15.315043949610432,-32.957444759599355
30.972837,1.61,-499,1849,-499,987,2011,987,263,684,-258,-62.34836314081651,15.146645833004607,-32.762162747659026
30.973837,1.61,-499,1849,-499,987,2011,987,234,673,-193,-61.81527492541217,14.96137375057104,-32.560075632512806
30.97484,1.61,-499,1849,-499,987,2011,987,208,645,-110,-61.25657492138279,14.757733459361972,-32.3511802668717
30.975843,1.61,-499,1849,-499,987,2011,987,188,601,-16,-60.672340393981194,14.534300833580593,-32.135479716562955
30.976843,1.61,-499,1849,-499,987,2011,987,172,544,86,-60.06276693926579,14.2897274071789,-31.912984259078538
30.977842,1.61,-499,1849,-499,987,2011,987,159,477,194,-59.42817227748911,14.022745450348367,-31.683712383902314
30.978847,1.61,-499,1849,-499,987,2011,987,147,408,308,-58.76899938448839,13.732172596771433,-31.447691789610552
30.979843,1.61,-499,1849,-499,987,2011,987,137,345,425,-58.08581892936907,13.416916029835585,-31.204960373059166
30.980848,1.61,-499,1849,-499,987,2011,987,129,292,540,-57.37933099277074,13.075976228477654,-30.955567205879817
30.981849,1.61,-499,1849,-499,987,2011,987,124,250,647,-56.6503660460455,12.708450267293555,-30.699573492948257
30.98285,1.61,-499,1849,-499,987,2011,987,122,216,742,-55.899885177706864,12.313534660916485,-30.437053506403824
30.983851,1.61,-499,1849,-499,987,2011,987,120,187,818,-55.12897955962572,11.890527738896171,-30.168095487248515
30.984854,1.61,-499,1849,-499,987,2011,987,114,157,871,-54.338869151623435,11.438831533970964,-29.892802504731442
30.985853,1.61,-499,1849,-499,987,2011,987,103,124,897,-53.530900649107004,10.957953163923316,-29.611293261870635
30.986856,1.61,-499,1849,-499,987,2011,987,87,90,895,-52.70654468396851,10.447505685922899,-29.323702833803967
30.987861,1.61,-499,1849,-499,987,2011,987,69,58,863,-51.86739229405332,9.907208403118151,-29.03018332438382
30.988859,1.61,-499,1849,-499,987,2011,987,53,33,804,-51.01515068128477,9.336886606396616,-28.730904425685228
30.989859,1.61,-499,1849,-499,987,2011,987,40,13,721,-50.15163828334985,8.736470739313074,-28.42605386501554
30.99086,1.61,-499,1849,-499,987,2011,987,32,-6,622,-49.27877918881069,8.105994980579531,-28.115837724702903
30.991861,1.61,-499,1849,-499,987,2011,987,29,-29,513,-48.39859693043426,7.44559524563909,-27.800480621423915
30.992863,1.61,-499,1849,-499,987,2011,987,31,-61,403,-47.51320769611504,6.755506616249598,-27.48022573402009
30.993862,1.61,-499,1849,-499,987,2011,987,39,-103,292,-46.62481300060858,6.036060214416034,-27.155334671475906
30.994866,1.61,-499,1849,-499,987,2011,987,50,-155,183,-45.73569186398397,5.28767954443743,-26.826087175769413
30.995866,1.61,-499,1849,-499,987,2011,987,63,-213,76,-44.84819254393623,4.5108763345167,-26.492780657474803
30.996871,1.61,-499,1849,-499,987,2011,987,81,-273,-30,-43.96472386886891,3.706245917532191,-26.155729565176905
30.997867,1.61,-499,1849,-499,987,2011,987,103,-332,-131,-43.087746217320856,2.8744621991529766,-25.815264592834588
30.998868,1.61,-499,1849,-499,987,2011,987,124,-389,-219,-42.219762187292375,2.016272270257737,-25.471731732037995
30.999869,1.61,-499,1849,-499,987,2011,987,141,-443,-286,-41.36330699654677,1.1324907292642392,-25.125491178450464
31.000871,1.61,-499,1849,-499,987,2011,987,155,-494,-326,-40.520938652191276,0.22399378812015214,-24.77691610345257
31.001873,1.61,-499,1849,-499,987,2011,987,165,-541,-337,-39.695227925076075,-0.7082867571228592,-24.426391303076276
31.002876,1.61,-499,1849,-499,987,2011,987,172,-585,-316,-38.88874816212098,-1.6633696046040956,-24.074311736854444
31.003876,1.61,-499,1849,-499,987,2011,987,180,-624,-262,-38.104064967735304,-2.6402299837488306,-23.721080969445538
31.004879,1.61,-499,1849,-499,987,2011,987,193,-658,-173,-37.343725783974456,-3.6378055601594195,-23.36710952804037
31.005882,1.61,-499,1849,-499,987,2011,987,209,-687,-54,-36.610249397890804,-4.655002119352391,-23.012813188721633
31.006881,1.61,-499,1849,-499,987,2011,987,226,-709,93,-35.90611540367785,-5.6906989456377435,-22.65861120513564
31.007881,1.52,-499,1849,-499,987,2011,987,243,-727,263,-35.23375364668576,-6.7437538207370515,-22.304924493030242
31.008883,1.52,-499,1849,-499,987,2011,987,258,-741,450,-34.59553367617039,-7.8130075775507395,-21.952173784387167
31.009882,1.52,-499,1849,-499,987,2011,987,269,-753,649,-33.99375423365432,-8.89728815690538,-21.60077776500698
31.010884,1.52,-499,1849,-499,987,2011,987,275,-759,855,-33.43063280402386,-9.995414128054787,-21.251151209485144
31.011885,1.52,-499,1849,-499,987,2011,987,278,-755,1064,-32.90829525712465,-11.106197646204174,-20.9037031275287
31.012888,1.52,-499,1849,-499,987,2011,987,280,-740,1270,-32.428765608799466,-12.228446831805792,-20.558834935456478
31.013889,1.52,-499,1849,-499,987,2011,987,286,-714,1469,-31.99395593196013,-13.360967566764781,-20.216938666452425
31.014893,1.52,-499,1849,-499,987,2011,987,293,-681,1658,-31.605656450236076,-14.502564712236127,-19.878395232666207
31.015891,1.52,-499,1849,-499,987,2011,987,305,-644,1836,-31.26552584897352,-15.652042761761704,-19.543572751557747
31.016892,1.52,-499,1849,-499,987,2011,987,325,-607,2001,-30.975081841010446,-16.808205952467624,-19.2128249479817
31.017892,1.52,-499,1849,-499,987,2011,987,351,-571,2156,-30.735692027826985,-17.96985786599549,-18.88648964249049
31.018895,1.52,-499,1849,-499,987,2011,987,385,-532,2300,-30.548565100191276,-19.135800559459856,-18.564887335346175
31.019896,1.52,-499,1849,-499,987,2011,987,425,-489,2431,-30.414742425786233,-20.304833274632127,-18.248319894884627
31.020899,1.52,-499,1849,-499,987,2011,987,465,-441,2545,-30.335090073912475,-21.47575078061761,-17.937069358173666
31.0219,1.52,-499,1849,-499,987,2011,987,509,-387,2637,-30.310291328756758,-22.647341411695493,-17.631396851291207
31.022901,1.52,-499,1849,-499,987,2011,987,560,-330,2703,-30.34083974271793,-23.81838486810924,-17.33154163594922
31.023907,1.52,-499,1849,-499,987,2011,987,606,-274,2744,-30.427032780148476,-24.98764985363735,-17.03772028850154
31.024906,1.52,-499,1849,-499,987,2011,987,645,-224,2767,-30.56896610011564,-26.153891629455064,-16.75012601651237
31.025905,1.52,-499,1849,-499,987,2011,987,680,-181,2775,-30.766528524666743,-27.315849568433016,-16.46892811706122
31.026908,1.52,-499,1849,-499,987,2011,987,708,-147,2774,-31.01939773652294,-28.472244796895538,-16.19427157990948
31.02791,1.52,-499,1849,-499,987,2011,987,729,-121,2767,-31.32703674711112,-29.621778011506407,-15.926276837560463
31.028912,1.52,-499,1849,-499,987,2011,987,748,-103,2759,-31.688691172420768,-30.763127557223783,-15.665039663067192
31.029911,1.52,-499,1849,-499,987,2011,987,763,-92,2753,-32.103387350302235,-31.894947848403092,-15.410631215196272
31.030914,1.52,-499,1849,-499,987,2011,987,771,-85,2754,-32.569931328552286,-33.01586820969717,-15.163098229330476
31.031915,1.52,-499,1849,-499,987,2011,987,768,-80,2768,-33.08690874858375,-34.12449220704409,-14.92246335139865
31.032922,1.52,-499,1849,-499,987,2011,987,758,-75,2797,-33.652685644736685,-35.21939753210152,-14.688725611184537
31.033917,1.52,-499,1849,-499,987,2011,987,747,-69,2838,-34.265410174548975,-36.29913649594665,-14.4618610304539
31.03492,1.52,-499,1849,-499,987,2011,987,733,-61,2886,-34.923015290823756,-37.36223717939397,-14.241823360245597
31.03592,1.52,-499,1849,-499,987,2011,987,715,-52,2939,-35.62322236219095,-38.40720527744934,-14.028544940256907
31.036922,1.52,-499,1849,-499,987,2011,987,693,-40,2992,-36.36354574488719,-39.432526663811274,-13.821937671536963
31.03792,1.52,-499,1849,-499,987,2011,987,664,-26,3040,-37.14129830436636,-40.436670687724735,-13.621894091883219
31.038924,1.52,-499,1849,-499,987,2011,987,629,-10,3089,-37.95359788095566,-41.41809420002069,-13.428288541696126
31.039926,1.52,-499,1849,-499,987,2011,987,590,7,3143,-38.79737468934559,-42.3752462884286,-13.240978406826525
31.040928,1.52,-499,1849,-499,987,2011,987,550,25,3205,-39.6693796377887,-43.306573685205656,-13.059805424273808
31.041934,1.52,-499,1849,-499,987,2011,987,511,40,3275,-40.56619354991769,-44.21052679391985,-12.884597036488385
31.042931,1.52,-499,1849,-499,987,2011,987,477,52,3346,-41.484237270046705,-45.08556626792449,-12.715167780512171
31.043932,1.52,-499,1849,-499,987,2011,987,450,60,3413,-42.41978263121265,-45.93017006150434,-12.551320699263695
31.044934,1.52,-499,1849,-499,987,2011,987,435,70,3469,-43.368964263487904,-46.742840866268736,-12.392848763888097
31.045932,1.52,-499,1849,-499,987,2011,987,433,88,3512,-44.32779221784164,-47.52211383993261,-12.239536298131082
31.046935,1.52,-499,1849,-499,987,2011,987,454,113,3546,-45.29216537778794,-48.26656453144755,-12.091160397971056
31.047936,1.52,-499,1849,-499,987,2011,987,499,137,3581,-46.25788562715741,-48.974816904576706,-11.947492341926555
31.048938,1.52,-499,1849,-499,987,2011,987,558,153,3627,-47.22067273766468,-49.64555136066538,-11.80829898907913
31.049939,1.52,-499,1849,-499,987,2011,987,617,155,3692,-48.176179934690346,-50.2775126603081,-11.673344162521127
31.050945,1.52,-499,1849,-499,987,2011,987,667,147,3777,-49.12001009391272,-50.86951764333804,-11.542390015670884
31.051941,1.52,-499,1849,-499,987,2011,987,707,132,3874,-50.047732514911345,-51.42046264804028,-11.415198378181767
31.052943,1.52,-499,1849,-499,987,2011,987,735,112,3978,-50.95490021027375,-51.92933053468267,-11.291532077582557
31.053942,1.61,-499,1849,-499,987,2011,987,749,83,4086,-51.837067639907374,-52.39519722589784,-11.17115623262177
31.054945,1.61,-499,1849,-499,987,2011,987,750,47,4204,-52.689808810581795,-52.81723768703441,-11.053839514535966
31.055945,1.61,-499,1849,-499,987,2011,987,742,10,4339,-53.50873565125269,-53.19473128254583,-10.9393553729662
